title,price,subtitle,city
2-комнатная квартира · 58.1 м² · 3/9 этаж,48 500 000 〒,"Наурызбайский р-н, Аскарова Асанбая 21 — Выше Аль-Фараби, р-н Гольф-клуба Жайлау",Алматы
1-комнатная квартира · 44.71 м² · 6 этаж,29 700 000 〒,"Ауэзовский р-н, Райымбека",Алматы
3-комнатная квартира · 58 м² · 1/4 этаж,34 500 000 〒,"Ауэзовский р-н, мкр №10 А — По Шаляпина между Берегового и Саина",Алматы
2-комнатная квартира · 51.9 м² · 9/17 этаж,50 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
3-комнатная квартира · 67.65 м²,от 47 625 600 〒,"Алатауский р-н, Бауыржана Момышулы 11/14а",Алматы
4-комнатная квартира · 170.87 м²,от 324 501 120 〒,"Бостандыкский р-н, мкр Мирас, Саина 1а/1",Алматы
3-комнатная квартира · 70 м² · 1/3 этаж,65 000 000 〒,"Бостандыкский р-н, Мкрн. Нурлытау 932",Алматы
3-комнатная квартира · 71 м² · 13/13 этаж,40 000 000 〒,"Алатауский р-н, мкр Нуркент, Алгабас-1 68",Алматы
2-комнатная квартира · 39.02 м² · 4/9 этаж,37 500 000 〒,"Ауэзовский р-н, Симферопольская 1/1 — Жандосова Алтынсарина",Алматы
2-комнатная квартира · 55.5 м² · 5/13 этаж,32 500 000 〒,"Алмалинский р-н, Муратбаева",Алматы
1-комнатная квартира · 43 м² · 2/5 этаж,28 500 000 〒,"Медеуский р-н, мкр Думан-2 — Халык Арена",Алматы
4-комнатная квартира · 149.2 м²,от 240 958 000 〒,"Медеуский р-н, Городская 3",Алматы
2-комнатная квартира · 52.7 м² · 9/18 этаж,36 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
1-комнатная квартира · 34.5 м² · 8/9 этаж,21 500 000 〒,"Наурызбайский р-н, мкр Шугыла, Райымбека 590/1,  к.1 — Алатау",Алматы
3-комнатная квартира · 75 м² · 1/9 этаж,43 000 000 〒,"Жетысуский р-н, Райымбека",Алматы
3-комнатная квартира · 62.95 м²,65 000 000 〒,"Бостандыкский р-н, Мкрн. Нурлытау",Алматы
2-комнатная квартира · 52 м²,от 28 548 000 〒,Абая 2а/1,Алматы
2-комнатная квартира · 45.12 м² · 11/13 этаж,28 000 000 〒,"Алмалинский р-н, Муратбаева — Пр. Райымбека - Муратбаева",Алматы
4-комнатная квартира · 150 м² · 9/16 этаж,120 000 000 〒,"Бостандыкский р-н, Абая 150/230 — Абая Тургут Озала",Алматы
2-комнатная квартира · 63.4 м² · 7/10 этаж,34 500 000 〒,"Жетысуский р-н, мкр Айнабулак-2, Жумабаева — ТРЦ Белес и Султан",Алматы
3-комнатная квартира · 68.82 м²,от 37 988 640 〒,"Турксибский р-н, Тараз",Алматы
3-комнатная квартира · 128.8 м²,от 130 088 000 〒,"Медеуский р-н, мкр Горный Гигант, Оспанова 83/36",Алматы
3-комнатная квартира · 82.11 м²,от 31 612 350 〒,"Турксибский р-н, мкр Нуршашкан (Колхозши), Алатау 36",Алматы
1-комнатная квартира · 32.8 м² · 7/9 этаж,24 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла 340/4 к1 — Пр. Алатау - пр. Абая",Алматы
1-комнатная квартира · 32.56 м² · 8/9 этаж,18 000 000 〒,"Турксибский р-н, мкр Кайрат, Туркестан 115 — Рыскулова",Алматы
2-комнатная квартира · 52.5 м² · 4/5 этаж,38 000 000 〒,"Алмалинский р-н, мкр Тастак-2, Тлендиева 59 — Толе би Тлендиева",Алматы
2-комнатная квартира · 78 м² · 3/10 этаж,35 500 000 〒,"Наурызбайский р-н, Алтын Орда 6/3 — Апорт",Алматы
2-комнатная квартира · 43 м² · 3/6 этаж,30 000 000 〒,"Бостандыкский р-н, Кенесары хана 83/5 — Кенесары хана 83/5",Алматы
2-комнатная квартира · 52.7 м² · 4/18 этаж,35 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
2-комнатная квартира · 53.8 м² · 4/5 этаж,31 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Алтын орда",Алматы
3-комнатная квартира · 93.6 м²,от 47 970 000 〒,Абая 2а/1,Алматы
3-комнатная квартира · 90.65 м²,от 53 664 800 〒,"Турксибский р-н, Тараз 8/1",Алматы
3-комнатная квартира · 100.6 м²,от 115 690 000 〒,"Медеуский р-н, Сагадат Нурмагамбетов 71",Алматы
1-комнатная квартира · 40 м² · 5/5 этаж,20 500 000 〒,"Турксибский р-н, мкр Жас Канат, Жас-Канат 1/76 — Жас-Канат 1/76",Алматы
1-комнатная квартира · 52 м² · 2/18 этаж,41 500 000 〒,"Бостандыкский р-н, Навои 208 — Торайгырова",Алматы
2-комнатная квартира · 57 м² · 2/5 этаж,44 000 000 〒,"Турксибский р-н, Чернышевского 23 — Молдагалиев",Алматы
1-комнатная квартира · 30 м² · 8/9 этаж,19 000 000 〒,"Алатауский р-н, мкр Аккент",Алматы
1-комнатная квартира · 45 м² · 2/10 этаж,33 170 000 〒,"Ауэзовский р-н, мкр Аксай-1 11/9",Алматы
3-комнатная квартира · 60 м² · 2/4 этаж,51 000 000 〒,"Ауэзовский р-н, мкр №9 44 — Юрия Кима",Алматы
3-комнатная квартира · 64.1 м² · 4/5 этаж,38 500 000 〒,"Алатауский р-н, Райымбека 383 — Емцова",Алматы
2-комнатная квартира · 44 м² · 1/4 этаж,25 400 000 〒,"Ауэзовский р-н, мкр №6 — Абая-Сайна  Метро-Сарыарка",Алматы
3-комнатная квартира · 119 м² · 2/3 этаж,124 600 000 〒,"Бостандыкский р-н, мкр Нур Алатау, Какимбек Салыков 48/21",Алматы
3-комнатная квартира · 71 м² · 3/5 этаж,70 000 000 〒,"Алмалинский р-н, Назарбаева 91/97 — Назарбаева/Гоголя",Алматы
2-комнатная квартира · 48 м² · 12 этаж,26 000 000 〒,"Ауэзовский р-н, мкр Сайран, Райымбек 348/1 — Ташкентская Петрова",Алматы
3-комнатная квартира · 60 м² · 4/4 этаж,32 000 000 〒,"Ауэзовский р-н, мкр №1 45 — Алтынсарин Улугбека",Алматы
3-комнатная квартира · 108.02 м²,от 81 015 000 〒,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",Алматы
1-комнатная квартира · 43.48 м²,от 34 349 200 〒,"Алатауский р-н, мкр Дарабоз, Бауыржана Момышулы 11/12а",Алматы
4-комнатная квартира · 108.2 м²,от 73 359 600 〒,"Жетысуский р-н, Райымбека 219Б",Алматы
4-комнатная квартира · 167.02 м²,от 225 477 000 〒,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",Алматы
4-комнатная квартира · 134.97 м²,от 220 303 800 〒,"Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2",Алматы
1-комнатная квартира · 38 м² · 1/9 этаж,33 500 000 〒,"Бостандыкский р-н, Мынбаева 98 — Розыбакиева",Алматы
4-комнатная квартира · 85.9 м²,69 000 000 〒,"Бостандыкский р-н, Гагарина 154",Алматы
1-комнатная квартира · 52 м² · 13/16 этаж,40 500 000 〒,"Бостандыкский р-н, мкр Орбита-3, Торайгырова 19а",Алматы
1-комнатная квартира · 48 м² · 4/4 этаж,23 499 999 〒,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6)",Алматы
2-комнатная квартира · 70.4 м² · 9/10 этаж,52 000 000 〒,"Ауэзовский р-н, мкр Таугуль-2 37 — Черепанова",Алматы
4-комнатная квартира · 74 м² · 3/5 этаж,52 000 000 〒,"Медеуский р-н, Пушкина 25 — Пушкина -Макатаева",Алматы
2-комнатная квартира · 61.1 м² · 2/9 этаж,34 000 000 〒,"Турксибский р-н, мкр Жас Канат, Пк Д.А Кунаева 336 17/2 — Мкр Кайрат",Алматы
2-комнатная квартира · 64.7 м² · 9/9 этаж,35 000 000 〒,"Алатауский р-н, мкр Аккент",Алматы
2-комнатная квартира · 70 м² · 12/16 этаж,44 950 000 〒,"Ауэзовский р-н, Навои 39/11 — Навои",Алматы
2-комнатная квартира · 55 м² · 8/16 этаж,45 500 000 〒,"Бостандыкский р-н, Жандосова — 20 линия",Алматы
2-комнатная квартира · 48.1 м²,от 38 961 000 〒,"Наурызбайский р-н, мкр Акжар, Белжайлау 47а",Алматы
2-комнатная квартира · 50 м² · 4/15 этаж,34 500 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
3-комнатная квартира · 76 м² · 1/9 этаж,47 000 000 〒,"Ауэзовский р-н, мкр Жетысу-2 31 — Улугбека Сайна",Алматы
2-комнатная квартира · 42 м² · 4/10 этаж,25 500 000 〒,"Наурызбайский р-н, мкр Шугыла, ул жунисова 14/3",Алматы
2-комнатная квартира · 52.6 м² · 8/9 этаж,24 000 000 〒,"Алатауский р-н, мкр Ожет, Северное Кольцо 11 блок",Алматы
3-комнатная квартира · 61.3 м² · 3/4 этаж,49 300 000 〒,"Алмалинский р-н, Курмангазы 180 — Радостовца",Алматы
3-комнатная квартира · 93 м² · 5/9 этаж,52 000 000 〒,"Жетысуский р-н, мкр Кулагер",Алматы
3-комнатная квартира · 81 м² · 7/13 этаж,61 500 000 〒,"Жетысуский р-н, Просп. Назарбаева 28",Алматы
2-комнатная квартира · 95 м² · 18/20 этаж,54 000 000 〒,"Алмалинский р-н, мкр Тастак-2, Прокофьева 148 — Шакарима Бурсиловского",Алматы
2-комнатная квартира · 67 м² · 2/10 этаж,35 500 000 〒,"Наурызбайский р-н, мкр Шугыла, Жүнісова",Алматы
2-комнатная квартира · 85 м² · 5/10 этаж,75 000 000 〒,"Медеуский р-н, Назарбаева 36/2",Алматы
1-комнатная квартира · 40 м² · 3/9 этаж,27 500 000 〒,"Алатауский р-н, мкр Улжан-1 44",Алматы
3-комнатная квартира · 72 м² · 3/5 этаж,52 500 000 〒,"Ауэзовский р-н, мкр Жетысу-4, Жетісу-4 ш/а. — Абая Момышұлы",Алматы
3-комнатная квартира · 63 м² · 13/13 этаж,39 990 000 〒,"Алмалинский р-н, Муратбаева 14/6",Алматы
3-комнатная квартира · 81 м² · 9/13 этаж,65 000 000 〒,"Жетысуский р-н, Просп. Назарбаева 28 — Пр. Назарбаева - пр. Райымбека, станция метро Raiymbek",Алматы
2-комнатная квартира · 51.41 м²,от 36 038 410 〒,"Турксибский р-н, Тараз 8/1",Алматы
2-комнатная квартира · 44.58 м²,от 34 237 440 〒,"Алатауский р-н, Бауыржана Момышулы 11/14а",Алматы
1-комнатная квартира · 37 м² · 2/9 этаж,31 000 000 〒,"Ауэзовский р-н, мкр Жетысу-3 1 — Абая - Момышулы",Алматы
2-комнатная квартира · 56 м² · 6/9 этаж,39 900 000 〒,"Наурызбайский р-н, Аскарова Асанбая 21 — Аскарова",Алматы
2-комнатная квартира · 55.7 м² · 2/12 этаж,50 000 000 〒,"Алмалинский р-н, Толе би 189/3 — толеби жарокова",Алматы
3-комнатная квартира · 58.3 м² · 3/4 этаж,45 000 000 〒,"Ауэзовский р-н, мкр №12",Алматы
2-комнатная квартира · 44.7 м² · 4 этаж,31 000 000 〒,"Алмалинский р-н, Панфилова 24",Алматы
3-комнатная квартира · 64 м² · 3/9 этаж,69 999 999 〒,"Бостандыкский р-н, Аскарова 21/20 — Аскарова Садыкова",Алматы
3-комнатная квартира · 78 м² · 1/9 этаж,53 000 000 〒,"Алмалинский р-н, Кабанбай батыра 260 — Ауэзова",Алматы
3-комнатная квартира · 102.6 м² · 16/20 этаж,86 000 000 〒,"Бостандыкский р-н, Абая 164/6 — Брусиловского",Алматы
2-комнатная квартира · 48.4 м² · 4/6 этаж,33 000 000 〒,"Наурызбайский р-н, мкр Калкаман-2 4 — Абая Яссауи",Алматы
2-комнатная квартира · 69.43 м²,от 83 316 000 〒,"Алмалинский р-н, Шевченко 109",Алматы
1-комнатная квартира · 45.39 м²,от 43 120 500 〒,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",Алматы
3-комнатная квартира · 89.6 м² · 3/7 этаж,47 000 000 〒,"Турксибский р-н, Микрорайон Кайрат 303/4",Алматы
3-комнатная квартира · 99.6 м² · 12/13 этаж,74 000 000 〒,"Алатауский р-н, мкр Нуркент, Мкр Нуркент (Алгабас-1) 62",Алматы
2-комнатная квартира · 41 м² · 4/4 этаж,24 500 000 〒,"Ауэзовский р-н, Кабдолова — Напротив ТРЦ “Grand Park”",Алматы
2-комнатная квартира · 80.9 м² · 13/13 этаж,58 000 000 〒,"Ауэзовский р-н, мкр Мамыр-7, Шаляпина 21",Алматы
3-комнатная квартира · 123.54 м²,от 103 279 440 〒,"Бостандыкский р-н, Лебедева 1/1",Алматы
3-комнатная квартира · 89.5 м² · 5/10 этаж,50 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Алтын орда 6/64,к2",Алматы
1-комнатная квартира · 48.4 м² · 2/12 этаж,52 000 000 〒,"Алмалинский р-н, Торекулова 7 — Сейфуллина - Маметова",Алматы
3-комнатная квартира · 96 м² · 13/16 этаж,65 500 000 〒,"Бостандыкский р-н, Сатпаева 90/55 — Район АДК",Алматы
2-комнатная квартира · 56.14 м² · 6/6 этаж,37 000 000 〒,"Медеуский р-н, Халиулина 140/5",Алматы
2-комнатная квартира · 58.4 м² · 2/3 этаж,43 500 000 〒,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Мкрн. Нурлытау 932 — Газиза Жубанова ул.",Алматы
4-комнатная квартира · 160.2 м²,от 208 260 000 〒,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",Алматы
3-комнатная квартира · 80 м² · 7/10 этаж,80 000 000 〒,"Медеуский р-н, Нусипбекова 23/14 — Адольфа Янушкевича",Алматы
2-комнатная квартира · 40 м² · 8/10 этаж,28 000 000 〒,"Ауэзовский р-н, мкр Аксай-1 11/9 — Толе би  Саина",Алматы
3-комнатная квартира · 93 м² · 3/3 этаж,95 000 000 〒,"Наурызбайский р-н, Сейдимбек 110/2",Алматы
2-комнатная квартира · 82 м² · 10/10 этаж,99 500 000 〒,"Алмалинский р-н, Курмангазы 97",Алматы
2-комнатная квартира · 92.96 м²,от 81 432 960 〒,"Бостандыкский р-н, Лебедева 1/1",Алматы
3-комнатная квартира · 97 м² · 3/6 этаж,50 000 000 〒,"Турксибский р-н, мкр Кайрат, Белбулак 2",Алматы
1-комнатная квартира · 32 м² · 4/10 этаж,21 500 000 〒,"Наурызбайский р-н, Алтын орда — Школа-лицей 207",Алматы
2-комнатная квартира · 50 м² · 1/10 этаж,39 450 000 〒,"Ауэзовский р-н, мкр Сайран, Толе би",Алматы
3-комнатная квартира · 95 м² · 7/10 этаж,43 000 000 〒,"Алатауский р-н, мкр Акбулак 7 — Райымбек-Яссауи",Алматы
3-комнатная квартира · 76.2 м² · 6/6 этаж,33 000 000 〒,"Жетысуский р-н, мкр Кокжиек 9",Алматы
1-комнатная квартира · 23 м² · 2/4 этаж,17 500 000 〒,"Ауэзовский р-н, мкр Таугуль 6/2",Алматы
4-комнатная квартира · 197 м²,от 200 000 000 〒,Медеуский р-н,Алматы
2-комнатная квартира · 74.24 м²,от 89 088 000 〒,"Алмалинский р-н, Ади Шарипова 100",Алматы
3-комнатная квартира · 60 м² · 3/5 этаж,29 500 000 〒,"Алатауский р-н, мкр Коккайнар, ул. Аркалык — Мкр.Коккайнар",Алматы
1-комнатная квартира · 36 м² · 2/4 этаж,32 900 000 〒,"Наурызбайский р-н, мкр Таусамалы, Рыскулова 86а — Ул.Жандосова",Алматы
3-комнатная квартира · 109 м² · 6/6 этаж,54 000 000 〒,"Турксибский р-н, Толстого — Чернышевского",Алматы
3-комнатная квартира · 92 м² · 8/12 этаж,81 000 000 〒,"Бостандыкский р-н, Ходжанова 57/5",Алматы
3-комнатная квартира · 55 м² · 11/12 этаж,36 500 000 〒,"Алатауский р-н, мкр Дарабоз 59 — Алматы арена",Алматы
1-комнатная квартира · 31 м² · 3/4 этаж,25 300 000 〒,"Бостандыкский р-н, Темирязева 76 — Розыбакиева",Алматы
2-комнатная квартира · 68 м² · 3/9 этаж,58 000 000 〒,"Бостандыкский р-н, Радостовца 2 — Солодовникова",Алматы
1-комнатная квартира · 40 м² · 8/12 этаж,30 500 000 〒,"Наурызбайский р-н, мкр Шугыла — Көктерек 139/10",Алматы
5-комнатная квартира · 285.4 м² · 4/5 этаж,214 050 000 〒,"Медеуский р-н, Омаровой 21",Алматы
2-комнатная квартира · 56 м² · 1/10 этаж,25 500 000 〒,"Наурызбайский р-н, Алтын Орда 7/1а",Алматы
1-комнатная квартира · 28.6 м² · 9/10 этаж,18 500 000 〒,"Наурызбайский р-н, мкр Калкаман-2 8/3",Алматы
3-комнатная квартира · 67 м² · 4/5 этаж,64 000 000 〒,"Бостандыкский р-н, Жандосова",Алматы
4-комнатная квартира · 170 м² · 8/9 этаж,250 000 000 〒,"Медеуский р-н, Мендикулова — Рядом с Достык Плаза",Алматы
4-комнатная квартира · 126.48 м²,от 98 274 960 〒,"Алатауский р-н, мкр Дарабоз, Бауыржана Момышулы 11/12а",Алматы
3-комнатная квартира · 105.74 м²,от 139 576 800 〒,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",Алматы
3-комнатная квартира · 78.63 м²,от 30 272 550 〒,"Турксибский р-н, мкр Нуршашкан (Колхозши), Алатау 36",Алматы
3-комнатная квартира · 102 м²,от 78 540 000 〒,"Ауэзовский р-н, Аскарова — Саина",Алматы
2-комнатная квартира · 54 м² · 2/3 этаж,53 500 000 〒,"Бостандыкский р-н, Талды 63",Алматы
3-комнатная квартира · 63 м² · 12/12 этаж,43 000 000 〒,"Наурызбайский р-н, мкр Калкаман-1, Калкаман 4Б",Алматы
1-комнатная квартира · 34 м² · 11/12 этаж,34 000 000 〒,"Бостандыкский р-н, Торайгырова 21/1 — Мустафина",Алматы
1-комнатная квартира · 45.85 м² · 6/12 этаж,23 000 000 〒,"Алатауский р-н, мкр Акбулак, Момышулы 100",Алматы
2-комнатная квартира · 68 м² · 2/9 этаж,51 000 000 〒,"Наурызбайский р-н, Кенесары хана 54",Алматы
2-комнатная квартира · 62 м² · 5/5 этаж,57 000 000 〒,"Алмалинский р-н, ул Туркебаева — ул Васнецова",Алматы
3-комнатная квартира · 110 м² · 17/22 этаж,129 000 000 〒,"Бостандыкский р-н, Аль-Фараби 11 — Панфилова",Алматы
3-комнатная квартира · 86 м² · 6/9 этаж,49 500 000 〒,"Наурызбайский р-н, мкр Шугыла",Алматы
1-комнатная квартира · 38 м² · 2/13 этаж,39 700 000 〒,"Бостандыкский р-н, Журавлева 26",Алматы
2-комнатная квартира · 52 м² · 5/12 этаж,36 500 000 〒,"Жетысуский р-н, Райымбека 255/1 — Проспект Райымбека - Розыбакиева, рядом ТРЦ Максима",Алматы
3-комнатная квартира · 103.29 м²,от 173 940 360 〒,"Медеуский р-н, Городская 3",Алматы
3-комнатная квартира · 84.5 м² · 1/3 этаж,от 60 000 000 〒,"Наурызбайский р-н, ​Герольда Бельгера 1Б",Алматы
2-комнатная квартира · 64.5 м²,от 25 155 000 〒,"Турксибский р-н, мкр Нуршашкан (Колхозши), Алатау 36",Алматы
1-комнатная квартира · 30 м² · 1/7 этаж,17 000 000 〒,"Алатауский р-н, мкр Акбулак, Касыма Шарипова 206/6",Алматы
2-комнатная квартира · 70 м² · 1/7 этаж,35 000 000 〒,"Алатауский р-н, Касыма Шарипова 206/9",Алматы
1-комнатная квартира · 30.09 м² · 1/10 этаж,25 500 000 〒,"Наурызбайский р-н, мкр Шугыла, Алтын Орда",Алматы
3-комнатная квартира · 67 м² · 1/12 этаж,37 900 000 〒,"Ауэзовский р-н, мкр Аксай-1 — Ул Толе би - Ул Момышулы",Алматы
2-комнатная квартира · 56.6 м² · 1/13 этаж,44 500 000 〒,"Ауэзовский р-н, Кабдолова",Алматы
3-комнатная квартира · 70 м² · 6/9 этаж,56 000 000 〒,"Ауэзовский р-н, мкр Сайран 2 — Матазалки",Алматы
2-комнатная квартира · 87.92 м²,от 70 336 000 〒,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",Алматы
2-комнатная квартира · 102.93 м²,от 173 539 980 〒,"Медеуский р-н, Городская 3",Алматы
2-комнатная квартира · 62.6 м² · 2/15 этаж,47 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
2-комнатная квартира · 46 м² · 7/9 этаж,25 890 000 〒,"Турксибский р-н, мкр Кайрат, Туркестан 115",Алматы
1-комнатная квартира · 40 м² · 11/12 этаж,27 500 000 〒,"Жетысуский р-н, Райымбека 259 — Проспект Райымбека - Розыбакиева, рядом с Оптовкой",Алматы
1-комнатная квартира · 45.1 м² · 10/12 этаж,26 600 000 〒,"Алатауский р-н, мкр Дарабоз",Алматы
3-комнатная квартира · 80.1 м² · 6/9 этаж,40 000 000 〒,"Турксибский р-н, мкр Кайрат, Туркестан 5 — Рыскулова Кульжинка",Алматы
2-комнатная квартира · 62 м² · 6/10 этаж,36 000 000 〒,"Медеуский р-н, Аэропортная 58/1 — Торг центр Молл апорт по кульджинскому тракту",Алматы
3-комнатная квартира · 65 м² · 1/12 этаж,35 700 000 〒,"Ауэзовский р-н, мкр Аксай-1А 9",Алматы
2-комнатная квартира · 60.5 м² · 11/12 этаж,71 000 000 〒,"Ауэзовский р-н, Утеген батыра 11 — Толе би",Алматы
3-комнатная квартира · 84.2 м² · 4/4 этаж,93 000 000 〒,"Наурызбайский р-н, мкр Рахат, Мкр.Рахат, ул.Культобе уч.№1, уч№24",Алматы
2-комнатная квартира · 71 м² · 1/9 этаж,29 900 000 〒,"Турксибский р-н, Сыбызгы 100",Алматы
4-комнатная квартира · 97 м² · 9/9 этаж,69 000 000 〒,"Бостандыкский р-н, мкр Алмагуль 36 — Дунаевского",Алматы
2-комнатная квартира · 70 м² · 11/17 этаж,47 000 000 〒,"Ауэзовский р-н, мкр Мамыр-1 — Шаляпина Момышулы",Алматы
3-комнатная квартира · 72 м² · 3/16 этаж,75 000 000 〒,"Бостандыкский р-н, Гагарина 233 — Гагарина - березовского",Алматы
3-комнатная квартира · 91 м² · 5/12 этаж,65 000 000 〒,"Алатауский р-н, Бауыржана Момышулы блок 8 — Монке би",Алматы
1-комнатная квартира · 36.46 м²,от 18 959 200 〒,"Турксибский р-н, Молдагалиева",Алматы
2-комнатная квартира · 82 м² · 3/5 этаж,47 500 000 〒,"Медеуский р-н, мкр Думан-2 9",Алматы
2-комнатная квартира · 58 м² · 7/16 этаж,52 000 000 〒,"Бостандыкский р-н, Торайгырова 19а",Алматы
1-комнатная квартира · 27 м² · 1/5 этаж,15 500 000 〒,"Жетысуский р-н, мкр Дорожник, Мкр кокмайса 36/2",Алматы
2-комнатная квартира · 80 м² · 11/12 этаж,46 000 000 〒,"Ауэзовский р-н, мкр Аксай-1, Райымбека 522/1 — Райымбека-Момышулы",Алматы
2-комнатная квартира · 50 м² · 4/4 этаж,43 000 000 〒,"Алмалинский р-н, Жамбыла 165 — Исаева",Алматы
2-комнатная квартира · 62.61 м²,от 50 651 490 〒,"Жетысуский р-н, Райымбека 219Б",Алматы
1-комнатная квартира · 40.5 м²,от 18 000 000 〒,вдоль Капчагайской трассы,Алматы
2-комнатная квартира · 49.9 м² · 9/17 этаж,34 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
3-комнатная квартира · 84.4 м² · 5/12 этаж,78 500 000 〒,"Бостандыкский р-н, Сатпаева — Туркебаева",Алматы
2-комнатная квартира · 48 м² · 4/9 этаж,23 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Мкрн Шугыла 340/10 — Пр.Алатау",Алматы
1-комнатная квартира · 55.3 м² · 4/6 этаж,34 500 000 〒,"Алатауский р-н, мкр Нуркент",Алматы
3-комнатная квартира · 92.2 м² · 3/9 этаж,56 500 000 〒,"Жетысуский р-н, мкр Кулагер — Акимат Жетісу",Алматы
1-комнатная квартира · 50 м² · 6/9 этаж,27 700 000 〒,"Алатауский р-н, мкр Акбулак 145 — Рыскулова - момышулы",Алматы
3-комнатная квартира · 121 м² · 10/10 этаж,79 500 000 〒,"Бостандыкский р-н, Ауэзова 163а",Алматы
2-комнатная квартира · 63.26 м²,от 69 586 000 〒,"Медеуский р-н, Бекхожина 1а/1",Алматы
4-комнатная квартира · 154.4 м²,от 193 000 000 〒,"Бостандыкский р-н, Мусабаева 15",Алматы
3-комнатная квартира · 103.88 м²,от 39 993 800 〒,"Турксибский р-н, мкр Нуршашкан (Колхозши), Алатау 36",Алматы
2-комнатная квартира · 68 м² · 4/10 этаж,43 000 000 〒,"Наурызбайский р-н, мкр Шугыла, Ашемова",Алматы
3-комнатная квартира · 95.3 м² · 5/10 этаж,56 000 000 〒,"Турксибский р-н, Сейфуллина 51/13",Алматы
1-комнатная квартира · 36 м² · 3/9 этаж,24 500 000 〒,"Наурызбайский р-н, мкр Шугыла, Райымбека 590/12 — На Против Апорта",Алматы
3-комнатная квартира · 91 м² · 9/9 этаж,47 000 000 〒,"Жетысуский р-н, мкр Кулагер 11",Алматы
3-комнатная квартира · 75.4 м² · 12/17 этаж,89 500 000 〒,"Бостандыкский р-н, мкр Алмагуль 233 — Березовского радостовца",Алматы
3-комнатная квартира · 79.5 м² · 16/17 этаж,45 000 000 〒,"Медеуский р-н, Назарбаева 36/1 — Маметова",Алматы
2-комнатная квартира · 56.6 м² · 2/8 этаж,30 500 000 〒,"Жетысуский р-н, мкр Дорожник, Северное кольцо — Рынок Салем барахолка",Алматы
2-комнатная квартира · 64 м² · 4/5 этаж,38 000 000 〒,"Жетысуский р-н, мкр Кулагер",Алматы
3-комнатная квартира · 68 м² · 1/1 этаж,19 400 000 〒,"Жетысуский р-н, мкр Кокжиек, Таланта",Алматы
2-комнатная квартира · 90 м² · 11/15 этаж,47 000 000 〒,"Алмалинский р-н, толе би 273",Алматы
3-комнатная квартира · 84.9 м² · 2/3 этаж,52 000 000 〒,"Турксибский р-н, мкр Кайрат, улица 23 — С Паркингом",Алматы
3-комнатная квартира · 96.98 м² · 2/6 этаж,59 000 000 〒,"Медеуский р-н, Халиулина 140/5",Алматы
2-комнатная квартира · 51.6 м² · 4/5 этаж,40 000 000 〒,"Ауэзовский р-н, мкр Аксай-3А 46",Алматы
2-комнатная квартира · 61 м² · 5/10 этаж,34 500 000 〒,"Наурызбайский р-н, мкр Шугыла, Жунисова 4/14 — Толе би Алатау",Алматы
1-комнатная квартира · 35.86 м²,от 22 950 400 〒,"Жетысуский р-н, Райымбека 241",Алматы
3-комнатная квартира · 118.8 м²,от 142 560 000 〒,"Алмалинский р-н, Ади Шарипова 100",Алматы
1-комнатная квартира · 39.4 м² · 1/5 этаж,30 500 000 〒,"Ауэзовский р-н, мкр Таугуль 27 — ул Токтабаева уг.ул. Сулейменова",Алматы
3-комнатная квартира · 61.2 м² · 1/4 этаж,34 000 000 〒,"Ауэзовский р-н, мкр №10 А, Микрорайон 10А 18 — Саина-Шаляпина",Алматы
3-комнатная квартира · 58 м² · 2/5 этаж,48 000 000 〒,"Бостандыкский р-н, Тургут Озала 242 — Уг. Сатпаева",Алматы
2-комнатная квартира · 40 м² · 3/5 этаж,31 000 000 〒,"Бостандыкский р-н, Аль-Фараби 71/13 — КазГу",Алматы
2-комнатная квартира · 65 м² · 11/13 этаж,52 000 000 〒,"Алмалинский р-н, Муратбаева 14",Алматы
1-комнатная квартира · 21 м² · 5/5 этаж,11 300 000 〒,"Бостандыкский р-н, Жандосова 82",Алматы
2-комнатная квартира · 62 м² · 9/9 этаж,36 400 000 〒,"Алатауский р-н, мкр Аккент, Мкр. Аккент 39",Алматы
1-комнатная квартира · 28.71 м²,от 23 025 420 〒,"Алатауский р-н, Бауыржана Момышулы 11/14а",Алматы
